date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:55:19	125707/125707	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:14%20GMT	https://www.tiess.online/images/gallery/15.JPG	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/15.jpg	(from https://www.tiess.online/)
20:55:19	224724/224724	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:14%20GMT	https://www.tiess.online/images/gallery/13.JPG	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/13.jpg	(from https://www.tiess.online/)
20:55:21	83559/83559	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:14%20GMT	https://www.tiess.online/images/gallery/16.JPG	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/16.jpg	(from https://www.tiess.online/)
20:55:30	117547/117547	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:14%20GMT	https://www.tiess.online/images/gallery/17.JPG	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/17.jpg	(from https://www.tiess.online/)
20:55:31	159855/159855	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:15%20GMT	https://www.tiess.online/images/gallery/18.JPG	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/18.jpg	(from https://www.tiess.online/)
20:55:33	166384/166384	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:15%20GMT	https://www.tiess.online/images/gallery/19.jpg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/19.jpg	(from https://www.tiess.online/)
20:55:38	156962/156962	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:15%20GMT	https://www.tiess.online/images/gallery/20.jpg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/20.jpg	(from https://www.tiess.online/)
20:55:45	112621/112621	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:15%20GMT	https://www.tiess.online/images/gallery/21.jpg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/21.jpg	(from https://www.tiess.online/)
20:55:47	119659/119659	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:15%20GMT	https://www.tiess.online/images/gallery/22.jpg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/22.jpg	(from https://www.tiess.online/)
20:55:52	12607/12607	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Dec%202020%2012:32:27%20GMT	https://www.tiess.online/images/logos/4a.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/logos/4a.png	(from https://www.tiess.online/)
20:55:52	94927/94927	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:16%20GMT	https://www.tiess.online/images/gallery/24.jpg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/24.jpg	(from https://www.tiess.online/)
20:55:55	32001/32001	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2011%20Jan%202021%2015:28:12%20GMT	https://addevent.com/libs/atc/1.6.1/atc.min.js	C:/My%20Web%20Sites/hridaan/addevent.com/libs/atc/1.6.1/atc.min.js	(from https://www.tiess.online/)
20:55:55	146384/146384	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:16%20GMT	https://www.tiess.online/images/gallery/25.JPG	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/25.jpg	(from https://www.tiess.online/)
20:55:56	200202/200202	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:16%20GMT	https://www.tiess.online/images/gallery/23.jpg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gallery/23.jpg	(from https://www.tiess.online/)
20:55:58	48310/48310	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:03%20GMT	https://www.tiess.online/images/map.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/map.png	(from https://www.tiess.online/)
20:55:59	20494/20494	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:05%20GMT	https://www.tiess.online/js/popper.min.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/popper.min.js	(from https://www.tiess.online/)
20:56:05	97163/97163	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:05%20GMT	https://www.tiess.online/js/jquery.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/jquery.js	(from https://www.tiess.online/)
20:56:08	50731/50731	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:04%20GMT	https://www.tiess.online/js/bootstrap.min.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/bootstrap.min.js	(from https://www.tiess.online/)
20:56:11	4228/4228	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:04%20GMT	https://www.tiess.online/js/appear.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/appear.js	(from https://www.tiess.online/)
20:56:13	44342/44342	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:05%20GMT	https://www.tiess.online/js/owl.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/owl.js	(from https://www.tiess.online/)
20:56:15	8308/8308	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:04%20GMT	https://www.tiess.online/js/jquery.countdown.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/jquery.countdown.js	(from https://www.tiess.online/)
20:56:15	6299/6299	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:05%20GMT	https://www.tiess.online/js/wow.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/wow.js	(from https://www.tiess.online/)
20:56:16	11997/11997	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:05%20GMT	https://www.tiess.online/js/script.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/script.js	(from https://www.tiess.online/)
20:56:16	785/785	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:04%20GMT	https://www.tiess.online/js/color-settings.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/color-settings.js	(from https://www.tiess.online/)
20:56:19	10224/10224	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Nov%202020%2005:25:55%20GMT	https://www.tiess.online/css/flaticon.css	C:/My%20Web%20Sites/hridaan/www.tiess.online/css/flaticon.css	(from https://www.tiess.online/css/style.css)
20:56:21	154104/154104	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:04%20GMT	https://www.tiess.online/js/jquery.fancybox.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/jquery.fancybox.js	(from https://www.tiess.online/)
20:56:21	67139/67139	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Nov%202020%2005:25:55%20GMT	https://www.tiess.online/css/fontawesome-all.css	C:/My%20Web%20Sites/hridaan/www.tiess.online/css/fontawesome-all.css	(from https://www.tiess.online/css/style.css)
20:56:21	25267/25267	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Nov%202020%2005:25:55%20GMT	https://www.tiess.online/css/elegent-icon.css	C:/My%20Web%20Sites/hridaan/www.tiess.online/css/elegent-icon.css	(from https://www.tiess.online/css/style.css)
20:56:26	17334/17334	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Nov%202020%2005:25:55%20GMT	https://www.tiess.online/css/animate.css	C:/My%20Web%20Sites/hridaan/www.tiess.online/css/animate.css	(from https://www.tiess.online/css/style.css)
20:56:30	19999/19999	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Nov%202020%2005:25:56%20GMT	https://www.tiess.online/css/swiper.css	C:/My%20Web%20Sites/hridaan/www.tiess.online/css/swiper.css	(from https://www.tiess.online/css/style.css)
20:56:31	4099/4099	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Nov%202020%2005:25:55%20GMT	https://www.tiess.online/css/owl.css	C:/My%20Web%20Sites/hridaan/www.tiess.online/css/owl.css	(from https://www.tiess.online/css/style.css)
20:56:32	13735/13735	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Nov%202020%2005:25:55%20GMT	https://www.tiess.online/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/hridaan/www.tiess.online/css/jquery.fancybox.min.css	(from https://www.tiess.online/css/style.css)
20:56:32	3536/3536	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/preloader.svg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/preloader.svg	(from https://www.tiess.online/css/style.css)
20:56:33	29776/29776	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/shape-2.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/shape-2.png	(from https://www.tiess.online/css/style.css)
20:56:33	22020/22020	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/shape-1.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/shape-1.png	(from https://www.tiess.online/css/style.css)
20:56:35	12821/12821	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:19%20GMT	https://www.tiess.online/images/icons/icon-line-1.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/icon-line-1.png	(from https://www.tiess.online/css/style.css)
20:56:36	520717/520717	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20Nov%202020%2005:26:04%20GMT	https://www.tiess.online/js/jquery-ui.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/jquery-ui.js	(from https://www.tiess.online/)
20:56:36	4244/4244	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:19%20GMT	https://www.tiess.online/images/icons/icon-dots.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/icon-dots.png	(from https://www.tiess.online/css/style.css)
20:56:36	2895/2895	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:19%20GMT	https://www.tiess.online/images/icons/icon-dots-3.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/icon-dots-3.png	(from https://www.tiess.online/css/style.css)
20:56:37	7957/7957	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:19%20GMT	https://www.tiess.online/images/icons/icon-circle-1.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/icon-circle-1.png	(from https://www.tiess.online/css/style.css)
20:56:41	55573/55573	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:19%20GMT	https://www.tiess.online/images/icons/icon-shape.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/icon-shape.png	(from https://www.tiess.online/css/style.css)
20:56:41	2039/2039	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/twist-line-1.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/twist-line-1.png	(from https://www.tiess.online/css/style.css)
20:56:42	36145/36145	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/shape-3.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/shape-3.png	(from https://www.tiess.online/css/style.css)
20:56:42	1943/1943	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/twist-line-2.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/twist-line-2.png	(from https://www.tiess.online/css/style.css)
20:56:42	1947/1947	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/twist-line-3.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/twist-line-3.png	(from https://www.tiess.online/css/style.css)
20:56:44	103717/103717	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:18%20GMT	https://www.tiess.online/images/icons/circle-blue.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/circle-blue.png	(from https://www.tiess.online/css/style.css)
20:56:45	15836/15836	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/speaker-bg.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/speaker-bg.png	(from https://www.tiess.online/css/style.css)
20:56:46	29298/29298	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:19%20GMT	https://www.tiess.online/images/icons/icon-circle-4.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/icon-circle-4.png	(from https://www.tiess.online/css/style.css)
20:56:48	20271/20271	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:19%20GMT	https://www.tiess.online/images/icons/icon-circle-3.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/icon-circle-3.png	(from https://www.tiess.online/css/style.css)
20:56:54	49031/49031	---M--	200	added ('OK')	text/html	date:Fri,%2020%20Nov%202020%2005:26:18%20GMT	https://www.tiess.online/images/icons/circle-orange.html	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/circle-orange.html	(from https://www.tiess.online/css/style.css)
20:56:54	11045/11045	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/shape-5.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/shape-5.png	(from https://www.tiess.online/css/style.css)
20:56:55	88613/88613	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:18%20GMT	https://www.tiess.online/images/icons/circle-green.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/circle-green.png	(from https://www.tiess.online/css/style.css)
20:56:59	89260/89260	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/pattern-1.jpg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/pattern-1.jpg	(from https://www.tiess.online/css/style.css)
20:57:00	90235/90235	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:18%20GMT	https://www.tiess.online/images/icons/circle-pink.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/circle-pink.png	(from https://www.tiess.online/css/style.css)
20:57:02	23870/23870	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:20%20GMT	https://www.tiess.online/images/icons/pattern-2.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/pattern-2.png	(from https://www.tiess.online/css/style.css)
20:57:10	21967/21967	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:18%20GMT	https://www.tiess.online/images/icons/boxed-bg.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/boxed-bg.png	(from https://www.tiess.online/css/style.css)
20:57:15	134702/134702	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:19%20GMT	https://www.tiess.online/images/icons/icon-dots-2.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/icon-dots-2.png	(from https://www.tiess.online/css/style.css)
20:57:15	71004/71004	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:08%20GMT	https://www.tiess.online/images/background/9.jpg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/background/9.jpg	(from https://www.tiess.online/css/style.css)
20:57:16	107157/107157	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2005:26:02%20GMT	https://www.tiess.online/images/gradient-bg.jpg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/gradient-bg.jpg	(from https://www.tiess.online/css/style.css)
20:57:17	113381/113381	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:18%20GMT	https://www.tiess.online/images/icons/form-bg.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/icons/form-bg.png	(from https://www.tiess.online/css/style.css)
20:57:21	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2020%20Nov%202020%2005:28:11%20GMT	https://www.tiess.online/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.eot	(from https://www.tiess.online/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
20:57:26	58556/58556	---M--	200	added ('OK')	font/woff	date:Fri,%2020%20Nov%202020%2005:28:11%20GMT	https://www.tiess.online/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.woff	(from https://www.tiess.online/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
20:57:28	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2020%20Nov%202020%2005:28:11%20GMT	https://www.tiess.online/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.eot?	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroked41d.eot	(from https://www.tiess.online/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
20:57:30	58480/58480	---M--	200	added ('OK')	font/ttf	date:Fri,%2020%20Nov%202020%2005:28:11%20GMT	https://www.tiess.online/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.ttf	(from https://www.tiess.online/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
20:57:33	164020/164020	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2020%20Nov%202020%2005:28:11%20GMT	https://www.tiess.online/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.svg	(from https://www.tiess.online/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
20:57:37	77160/77160	---M--	200	added ('OK')	font/woff2	date:Fri,%2020%20Nov%202020%2005:28:10%20GMT	https://www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://www.tiess.online/revolution/fonts/font-awesome/css/font-awesome.css)
20:57:40	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2020%20Nov%202020%2005:28:09%20GMT	https://www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://www.tiess.online/revolution/fonts/font-awesome/css/font-awesome.css)
20:57:41	98024/98024	---M--	200	added ('OK')	font/woff	date:Fri,%2020%20Nov%202020%2005:28:10%20GMT	https://www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://www.tiess.online/revolution/fonts/font-awesome/css/font-awesome.css)
20:57:41	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2020%20Nov%202020%2005:28:09%20GMT	https://www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://www.tiess.online/revolution/fonts/font-awesome/css/font-awesome.css)
20:57:46	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2020%20Nov%202020%2005:26:35%20GMT	https://www.tiess.online/revolution/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/revicons/revicons90c6.eot	(from https://www.tiess.online/revolution/css/settings.css)
20:57:49	7536/7536	---M--	200	added ('OK')	font/woff	date:Fri,%2020%20Nov%202020%2005:26:35%20GMT	https://www.tiess.online/revolution/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/revicons/revicons90c6.woff	(from https://www.tiess.online/revolution/css/settings.css)
20:57:49	11968/11968	---M--	200	added ('OK')	font/ttf	date:Fri,%2020%20Nov%202020%2005:26:35%20GMT	https://www.tiess.online/revolution/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/revicons/revicons90c6.ttf	(from https://www.tiess.online/revolution/css/settings.css)
20:57:51	13532/13532	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2020%20Nov%202020%2005:26:35%20GMT	https://www.tiess.online/revolution/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/revicons/revicons90c6.svg	(from https://www.tiess.online/revolution/css/settings.css)
20:57:52	165548/165548	---M--	200	added ('OK')	font/ttf	date:Fri,%2020%20Nov%202020%2005:28:09%20GMT	https://www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://www.tiess.online/revolution/fonts/font-awesome/css/font-awesome.css)
20:57:53	326/326	---M--	200	added ('OK')	text/html	date:Fri,%2020%20Nov%202020%2005:26:30%20GMT	https://www.tiess.online/revolution/css/openhand.cur	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/css/openhand.html	(from https://www.tiess.online/revolution/css/settings.css)
20:57:54	326/326	---M--	200	added ('OK')	text/html	date:Fri,%2020%20Nov%202020%2005:26:30%20GMT	https://www.tiess.online/revolution/css/closedhand.cur	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/css/closedhand.html	(from https://www.tiess.online/revolution/css/settings.css)
20:57:55	933/933	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:29%20GMT	https://www.tiess.online/revolution/assets/gridtile.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/assets/gridtile.png	(from https://www.tiess.online/revolution/css/settings.css)
20:57:55	951/951	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:29%20GMT	https://www.tiess.online/revolution/assets/gridtile_white.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/assets/gridtile_white.png	(from https://www.tiess.online/revolution/css/settings.css)
20:57:56	938/938	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:29%20GMT	https://www.tiess.online/revolution/assets/gridtile_3x3.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/assets/gridtile_3x3.png	(from https://www.tiess.online/revolution/css/settings.css)
20:57:57	935/935	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:29%20GMT	https://www.tiess.online/revolution/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/assets/gridtile_3x3_white.png	(from https://www.tiess.online/revolution/css/settings.css)
20:57:59	184/184	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2005:26:29%20GMT	https://www.tiess.online/revolution/assets/coloredbg.png	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/assets/coloredbg.png	(from https://www.tiess.online/revolution/css/settings.css)
20:58:00	2545/2545	---M--	200	added ('OK')	image/gif	date:Fri,%2020%20Nov%202020%2005:26:29%20GMT	https://www.tiess.online/revolution/assets/loader.gif	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/assets/loader.gif	(from https://www.tiess.online/revolution/css/settings.css)
20:58:01	16/16	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Jan%202021%2015:27:59%20GMT	https://www.tiess.online/POST	C:/My%20Web%20Sites/hridaan/www.tiess.online/POST	(from https://connect.facebook.net/en_US/fbevents.js)
20:58:04	24443/24443	---M--	200	added ('OK')	application/javascript	date:Tue,%2008%20Dec%202020%2006:14:02%20GMT	https://www.tiess.online/js/jquery.validate.min.js	C:/My%20Web%20Sites/hridaan/www.tiess.online/js/jquery.validate.min.js	(from https://www.tiess.online/registration)
20:58:08	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2020%20Nov%202020%2005:28:09%20GMT	https://www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/hridaan/www.tiess.online/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://www.tiess.online/revolution/fonts/font-awesome/css/font-awesome.css)
20:58:15	82649/82649	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2012:09:42%20GMT	https://www.tiess.online/images/registration-page-time-zones.jpg	C:/My%20Web%20Sites/hridaan/www.tiess.online/images/registration-page-time-zones.jpg	(from https://www.tiess.online/registration)
20:58:23	134396/134396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2020%20Nov%202020%2005:25:57%20GMT	https://www.tiess.online/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/hridaan/www.tiess.online/fonts/fa-brands-400.eot	(from https://www.tiess.online/css/fontawesome-all.css)
20:58:35	178951/178951	---M--	200	added ('OK')	application/pdf	date:Thu,%2017%20Dec%202020%2012:33:00%20GMT	https://www.tiess.online/documents/terms-and-conditions.pdf	C:/My%20Web%20Sites/hridaan/www.tiess.online/documents/terms-and-conditions.pdf	(from https://www.tiess.online/registration)
20:58:36	134396/134396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2020%20Nov%202020%2005:25:58%20GMT	https://www.tiess.online/fonts/fa-brands-400d41d.eot?	C:/My%20Web%20Sites/hridaan/www.tiess.online/fonts/fa-brands-400d41dd41d.eot	(from https://www.tiess.online/css/fontawesome-all.css)
20:58:41	326751/326751	---M--	200	added ('OK')	application/pdf	date:Thu,%2017%20Dec%202020%2012:32:45%20GMT	https://www.tiess.online/documents/privacy-policy.pdf	C:/My%20Web%20Sites/hridaan/www.tiess.online/documents/privacy-policy.pdf	(from https://www.tiess.online/registration)
20:58:43	74288/74288	---M--	200	added ('OK')	font/woff2	date:Fri,%2020%20Nov%202020%2005:25:58%20GMT	https://www.tiess.online/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/hridaan/www.tiess.online/fonts/fa-brands-400.woff2	(from https://www.tiess.online/css/fontawesome-all.css)
